,O_Create Offer,O_Created,O_Sent (online only),O_Cancelled,O_Sent (mail and online),O_Returned,O_Accepted,O_Refused
Offer_472316229,1,1,0,0,1,1,1,0
Offer_257530325,1,1,0,0,1,1,1,0
Offer_794978377,1,1,0,0,1,1,1,0
Offer_917642798,1,1,0,0,1,1,1,0
Offer_435478853,1,1,0,0,1,1,1,0
Offer_717780081,1,1,0,1,1,1,1,1
Offer_1657214020,1,1,0,1,1,1,1,1
Offer_1871645188,1,1,0,1,1,1,1,1
Offer_1546160186,1,1,0,1,1,1,1,1
Offer_1197044705,1,1,0,1,1,1,1,1
Offer_12214663,1,1,0,1,1,1,1,1
Offer_918848590,1,1,0,1,1,1,1,1
Offer_440073562,1,1,0,1,1,1,1,1
Offer_473774013,1,1,0,1,1,1,1,1
Offer_583354359,1,1,0,1,1,1,1,1
Offer_932917714,1,1,0,0,1,1,1,0
Offer_942139391,1,1,0,0,1,1,1,0
Offer_752324484,1,1,0,0,1,1,1,0
Offer_1691999007,1,1,0,0,1,1,1,0
Offer_356389951,1,1,0,0,1,1,1,0
Offer_1329865874,1,1,0,0,1,1,1,0
Offer_2016276809,1,1,0,0,1,1,1,0
Offer_1994172970,1,1,0,0,1,1,1,0
Offer_1644606582,1,1,0,0,1,1,1,0
Offer_113120401,1,1,0,0,1,1,1,0
Offer_437333326,1,1,0,1,1,1,1,1
Offer_617917820,1,1,0,1,1,1,1,1
Offer_361020923,1,1,0,1,1,1,1,1
Offer_1336473341,1,1,0,1,1,1,1,1
Offer_1079602710,1,1,0,0,1,1,1,0
Offer_2019277586,1,1,0,0,1,1,1,0
Offer_1694822802,1,1,0,0,1,1,1,0
Offer_1301126936,1,1,0,0,1,1,1,0
Offer_1516168664,1,1,0,0,1,1,1,0
Offer_1956511927,1,1,0,0,1,1,1,0
Offer_1658095438,1,1,0,0,1,1,1,0
Offer_1510165732,1,1,0,0,1,1,1,0
Offer_1767287009,1,1,0,0,1,1,1,0
Offer_558176648,1,1,0,0,1,1,1,0
Offer_882726656,1,1,0,1,1,1,1,1
Offer_1105679587,1,1,0,1,1,1,1,1
Offer_410518554,1,1,0,1,1,1,1,1
Offer_1484554615,1,1,0,1,1,1,1,1
Offer_1328747811,1,1,0,1,1,1,1,1
Offer_1979418757,1,1,0,1,1,1,1,1
Offer_1707785676,1,1,0,1,1,1,1,1
Offer_1666848814,1,1,0,1,1,1,1,1
Offer_1485689862,1,1,0,0,1,1,1,0
Offer_1808241325,1,1,0,0,1,1,1,0
Offer_2098845628,1,1,0,0,1,1,1,0
Offer_1024599078,1,1,0,0,1,1,1,0
Offer_1450221151,1,1,0,0,1,1,1,0
Offer_346491403,1,1,0,1,1,1,1,1
Offer_864652171,1,1,0,1,1,1,1,1
Offer_118920070,1,1,0,1,1,1,1,1
Offer_17835514,1,1,0,1,1,1,1,1
Offer_1816365026,1,1,0,0,1,1,1,0
Offer_1709863027,1,1,0,0,1,1,1,0
Offer_2099478485,1,1,0,0,1,1,1,0
Offer_1500511098,1,1,0,0,1,1,1,0
Offer_417332188,1,1,0,0,1,1,1,0
Offer_1879173692,1,1,0,0,1,1,1,0
Offer_796614688,1,1,0,0,1,1,1,0
Offer_1247433850,1,1,0,0,1,1,1,0
Offer_347665327,1,1,0,0,1,1,1,0
Offer_865674337,1,1,0,0,1,1,1,0
Offer_63675708,1,1,0,0,1,1,1,0
Offer_705341274,1,1,0,0,1,1,1,0
Offer_492727987,1,1,0,0,1,1,1,0
Offer_160093895,1,1,0,0,1,1,1,0
Offer_922668745,1,1,0,0,1,1,1,0
Offer_1280847295,1,1,0,1,1,1,1,1
Offer_418296928,1,1,0,1,1,1,1,1
Offer_1879963457,1,1,0,1,1,1,1,1
Offer_780168582,1,1,0,1,1,1,1,1
Offer_422158909,1,1,0,0,1,1,1,0
Offer_1155769455,1,1,0,0,1,1,1,0
Offer_226472145,1,1,0,0,1,1,1,0
Offer_266229283,1,1,0,0,1,1,1,0
Offer_50800443,1,1,0,0,1,1,1,0
Offer_374262673,1,1,0,1,1,1,1,1
Offer_1457313086,1,1,0,1,1,1,1,1
Offer_265177771,1,1,0,1,1,1,1,1
Offer_1347551139,1,1,0,1,1,1,1,1
Offer_1638049018,1,1,0,1,1,1,1,1
Offer_1728249688,1,1,0,1,1,1,1,1
Offer_1504791469,1,1,0,1,1,1,1,1
Offer_1107550376,1,1,0,1,1,1,1,1
Offer_1548324202,1,1,0,1,1,1,1,1
Offer_1537229260,1,1,0,1,1,1,1,1
Offer_1423536098,1,1,0,1,1,1,1,1
Offer_349430058,1,1,0,1,1,1,1,1
Offer_1852967225,1,1,0,0,1,1,1,0
Offer_778874681,1,1,0,0,1,1,1,0
Offer_597652357,1,1,0,0,1,1,1,0
Offer_1346941153,1,1,0,0,1,1,1,0
Offer_1637691471,1,1,0,0,1,1,1,0
Offer_1039196901,1,1,0,1,1,1,1,1
Offer_988277897,1,1,0,1,1,1,1,1
Offer_339415304,1,1,0,1,1,1,1,1
Offer_723026179,1,1,0,1,1,1,1,1
Offer_1797245438,1,1,0,1,1,1,1,1
Offer_2047322830,1,1,0,1,1,1,1,1
Offer_357739458,1,1,0,1,1,1,1,1
Offer_1811160226,1,1,0,1,1,1,1,1
Offer_737141072,1,1,0,1,1,1,1,1
Offer_33815631,1,1,0,0,1,1,1,0
Offer_367325878,1,1,0,0,1,1,1,0
Offer_412803880,1,1,0,0,1,1,1,0
Offer_797051522,1,1,0,0,1,1,1,0
Offer_1163567877,1,1,0,0,1,1,1,0
Offer_397864296,1,1,0,1,1,1,1,1
Offer_697036826,1,1,0,1,1,1,1,1
Offer_1771222002,1,1,0,1,1,1,1,1
Offer_587535462,1,1,0,1,1,1,1,1
Offer_1662222859,1,1,0,0,1,1,1,0
Offer_2096047481,1,1,0,0,1,1,1,0
Offer_990618639,1,1,0,0,1,1,1,0
Offer_1432805664,1,1,0,0,1,1,1,0
Offer_408031343,1,1,0,0,1,1,1,0
Offer_159393901,1,1,0,0,1,1,1,0
Offer_837865002,1,1,0,0,1,1,1,0
Offer_592966198,1,1,0,0,1,1,1,0
Offer_1671992543,1,1,0,0,1,1,1,0
Offer_1019126263,1,1,0,0,1,1,1,0
Offer_2101819728,1,1,0,0,1,1,1,0
Offer_2055041513,1,1,0,0,1,1,1,0
Offer_2057431178,1,1,0,0,1,1,1,0
Offer_1592982950,1,1,0,0,1,1,1,0
Offer_1492567221,1,1,0,0,1,1,1,0
Offer_2023101042,1,1,0,0,1,1,1,0
Offer_1333029389,1,1,0,0,1,1,1,0
Offer_1842579234,1,1,0,0,1,1,1,0
Offer_768388743,1,1,0,0,1,1,1,0
Offer_536043424,1,1,0,0,1,1,1,0
Offer_1042687420,1,1,0,1,1,1,1,1
Offer_1468533288,1,1,0,1,1,1,1,1
Offer_394225738,1,1,0,1,1,1,1,1
Offer_819695401,1,1,0,1,1,1,1,1
Offer_389528927,1,1,0,1,1,1,1,1
Offer_170378143,1,1,0,1,1,1,1,1
Offer_768811369,1,1,0,1,1,1,1,1
Offer_680145371,1,1,0,1,1,1,1,1
Offer_1291180069,1,1,0,1,1,1,1,1
Offer_1809262620,1,1,0,1,1,1,1,1
Offer_726695454,1,1,0,1,1,1,1,1
Offer_1110099923,1,1,0,1,1,1,1,1
Offer_27700040,1,1,0,1,1,1,1,1
Offer_410563092,1,1,0,0,1,1,1,0
Offer_1758240578,1,1,0,0,1,1,1,0
Offer_2116231627,1,1,0,0,1,1,1,0
Offer_394323559,1,1,0,0,1,1,1,0
Offer_166003154,1,1,0,0,1,1,1,0
Offer_773482474,1,1,0,0,1,1,1,0
Offer_213145059,1,1,0,0,1,1,1,0
Offer_1287458320,1,1,0,0,1,1,1,0
Offer_592612773,1,1,0,0,1,1,1,0
Offer_1666996829,1,1,0,0,1,1,1,0
Offer_1982860862,1,1,0,0,1,1,1,0
Offer_1062826743,1,1,0,0,1,1,1,0
Offer_1757006168,1,1,0,0,1,1,1,0
Offer_1977905382,1,1,0,0,1,1,1,0
Offer_1647347263,1,1,0,0,1,1,1,0
Offer_1938360006,1,1,0,1,1,1,1,1
Offer_864218999,1,1,0,1,1,1,1,1
Offer_817645433,1,1,0,1,1,1,1,1
Offer_1837008338,1,1,0,1,1,1,1,1
Offer_46715010,1,1,0,1,1,1,1,1
Offer_1121672440,1,1,0,1,1,1,1,1
Offer_2060277045,1,1,0,1,1,1,1,1
Offer_1345015669,1,1,0,1,1,1,1,1
Offer_2010723461,1,1,0,1,1,1,1,1
Offer_1812799038,1,1,0,0,1,1,1,0
Offer_1402190894,1,1,0,0,1,1,1,0
Offer_327873174,1,1,0,0,1,1,1,0
Offer_1816096856,1,1,0,0,1,1,1,0
Offer_742283642,1,1,0,0,1,1,1,0
Offer_106207934,1,1,1,1,1,1,0,1
Offer_833485157,1,1,1,1,1,1,0,1
Offer_1177364052,1,1,1,1,1,1,0,1
Offer_1342947706,1,1,1,1,1,1,0,1
Offer_545478877,1,1,0,1,1,1,0,1
Offer_819582068,1,1,0,1,1,1,0,1
Offer_1270298596,1,1,0,1,1,1,0,1
Offer_1746596034,1,1,0,1,1,1,1,1
Offer_741899527,1,1,0,1,1,1,1,1
Offer_105747565,1,1,0,1,1,1,1,1
Offer_836567698,1,1,0,1,1,1,1,1
Offer_1054919320,1,1,0,1,1,1,1,1
Offer_652623299,1,1,0,1,1,1,1,1
Offer_1726825650,1,1,0,1,1,1,1,1
Offer_2059773930,1,1,0,1,1,1,1,1
Offer_1904095304,1,1,0,0,1,1,1,0
Offer_1255122134,1,1,0,0,1,1,1,0
Offer_2066818207,1,1,0,0,1,1,1,0
Offer_1146873319,1,1,0,0,1,1,1,0
Offer_1525115057,1,1,0,0,1,1,1,0
Offer_1968437174,1,1,0,0,1,1,1,0
Offer_1615498782,1,1,0,0,1,1,1,0
Offer_1046639925,1,1,0,0,1,1,1,0
Offer_27422504,1,1,0,0,1,1,1,0
Offer_1965111324,1,1,0,0,1,1,1,0
Offer_890605055,1,1,0,0,1,1,1,0
Offer_187234376,1,1,0,0,1,1,1,0
Offer_1002136393,1,1,0,0,1,1,1,0
Offer_829440260,1,1,0,0,1,1,1,0
Offer_2115877414,1,1,0,0,1,1,1,0
Offer_2051655002,1,1,0,1,1,1,1,1
Offer_969068915,1,1,0,1,1,1,1,1
Offer_1335672303,1,1,0,1,1,1,1,1
Offer_253097208,1,1,0,1,1,1,1,1
Offer_46734907,1,1,0,1,1,1,1,1
Offer_190199852,1,1,0,0,1,1,1,0
Offer_471631281,1,1,0,0,1,1,1,0
Offer_583694940,1,1,0,0,1,1,1,0
Offer_884655073,1,1,0,0,1,1,1,0
Offer_113716020,1,1,0,0,1,1,1,0
Offer_1196446297,1,1,0,0,1,1,1,0
Offer_1686159601,1,1,0,0,1,1,1,0
Offer_973493182,1,1,0,0,1,1,1,0
Offer_259520608,1,1,0,0,1,1,1,0
Offer_651488448,1,1,0,0,1,1,1,0
Offer_119390503,1,1,0,0,1,1,1,0
Offer_64760790,1,1,0,0,1,1,1,0
Offer_751161133,1,1,0,0,1,1,1,0
Offer_880818230,1,1,0,0,1,1,1,0
Offer_118344356,1,1,0,0,1,1,1,0
Offer_1192561629,1,1,0,1,1,1,0,1
Offer_1070231601,1,1,0,1,1,1,0,1
Offer_2144041211,1,1,0,1,1,1,0,1
Offer_1516472221,1,1,0,0,1,1,1,0
Offer_1588121428,1,1,0,0,1,1,1,0
Offer_2047456983,1,1,0,0,1,1,1,0
Offer_119642324,1,1,0,0,1,1,1,0
Offer_754198065,1,1,0,0,1,1,1,0
Offer_751555817,1,1,1,1,1,1,0,1
Offer_69931730,1,1,1,1,1,1,0,1
Offer_1011044172,1,1,1,1,1,1,0,1
Offer_560319188,1,1,1,1,1,1,0,1
Offer_1642905603,1,1,0,0,1,1,1,0
Offer_1481973254,1,1,0,0,1,1,1,0
Offer_1031145546,1,1,0,0,1,1,1,0
Offer_1960497089,1,1,0,0,1,1,1,0
Offer_1985251869,1,1,0,0,1,1,1,0
Offer_902439161,1,1,0,0,1,1,1,0
Offer_1117305859,1,1,0,0,1,1,1,0
Offer_1550016481,1,1,0,0,1,1,1,0
Offer_1103136589,1,1,0,0,1,1,1,0
Offer_1772932150,1,1,0,0,1,1,1,0
Offer_1331748720,1,1,0,1,1,1,1,1
Offer_1325839318,1,1,0,1,1,1,1,1
Offer_2047780972,1,1,0,1,1,1,1,1
Offer_1401600642,1,1,0,1,1,1,1,1
Offer_1978732018,1,1,0,1,1,1,1,1
Offer_904412446,1,1,0,1,1,1,1,1
Offer_502745009,1,1,0,1,1,1,1,1
Offer_822262948,1,1,0,1,1,1,1,1
Offer_472489961,1,1,0,0,1,1,1,0
Offer_1324560780,1,1,0,0,1,1,1,0
Offer_2040676794,1,1,0,0,1,1,1,0
Offer_1514013457,1,1,0,0,1,1,1,0
Offer_431805209,1,1,0,0,1,1,1,0
Offer_1148309736,1,1,0,1,1,1,1,1
Offer_1040537184,1,1,0,1,1,1,1,1
Offer_680827970,1,1,0,1,1,1,1,1
Offer_824539356,1,1,0,1,1,1,1,1
Offer_127610796,1,1,0,1,1,1,1,1
Offer_635220923,1,1,0,1,1,1,1,1
Offer_1772509803,1,1,0,1,1,1,1,1
Offer_2059114991,1,1,0,1,1,1,1,1
Offer_1806396816,1,1,0,1,1,1,1,1
Offer_2012503092,1,1,0,1,1,1,1,1
Offer_1583176555,1,1,0,1,1,1,1,1
Offer_1530904891,1,1,0,1,1,1,1,1
Offer_1368680046,1,1,0,1,1,1,1,1
Offer_993689039,1,1,0,1,1,1,1,1
Offer_88978057,1,1,0,1,1,1,1,1
Offer_1726571158,1,1,0,1,1,1,1,1
Offer_644568599,1,1,0,1,1,1,1,1
Offer_134844603,1,1,0,1,1,1,1,1
Offer_1083405235,1,1,0,1,1,1,1,1
Offer_1154191057,1,1,0,1,1,1,1,1
Offer_1372889733,1,1,0,1,1,1,1,1
Offer_1583401353,1,1,0,1,1,1,1,1
Offer_993800442,1,1,0,1,1,1,1,1
Offer_1731205205,1,1,0,1,1,1,1,1
Offer_646917564,1,1,0,0,1,1,1,0
Offer_1350435827,1,1,0,0,1,1,1,0
Offer_267940275,1,1,0,0,1,1,1,0
Offer_208048950,1,1,0,0,1,1,1,0
Offer_645660220,1,1,0,0,1,1,1,0
Offer_135958834,1,1,0,1,1,1,1,1
Offer_1081918171,1,1,0,1,1,1,1,1
Offer_329274016,1,1,0,1,1,1,1,1
Offer_619035960,1,1,0,1,1,1,1,1
Offer_1262676703,1,1,0,0,1,1,1,0
Offer_1949654354,1,1,0,0,1,1,1,0
Offer_2012653633,1,1,0,0,1,1,1,0
Offer_653388239,1,1,0,0,1,1,1,0
Offer_1348466371,1,1,0,0,1,1,1,0
Offer_274484173,1,1,0,0,1,1,1,0
Offer_329318198,1,1,0,0,1,1,1,0
Offer_610745635,1,1,0,0,1,1,1,0
Offer_50284195,1,1,0,0,1,1,1,0
Offer_1259105106,1,1,0,0,1,1,1,0
Offer_800413592,1,1,0,0,1,1,1,0
Offer_1152855643,1,1,0,0,1,1,1,0
Offer_725773581,1,1,0,0,1,1,1,0
Offer_1801691633,1,1,0,0,1,1,1,0
Offer_794719051,1,1,0,0,1,1,1,0
Offer_1875720111,1,1,0,1,1,1,1,1
Offer_1585131667,1,1,0,1,1,1,1,1
Offer_1538267322,1,1,0,1,1,1,1,1
Offer_1727733655,1,1,0,1,1,1,1,1
Offer_201843452,1,1,0,0,1,1,1,0
Offer_711887741,1,1,0,0,1,1,1,0
Offer_227961418,1,1,0,0,1,1,1,0
Offer_156262203,1,1,0,0,1,1,1,0
Offer_1230320348,1,1,0,0,1,1,1,0
Offer_585194394,1,1,0,1,1,1,1,1
Offer_1659396813,1,1,0,1,1,1,1,1
Offer_1452886131,1,1,0,1,1,1,1,1
Offer_1876594723,1,1,0,1,1,1,1,1
Offer_1577689771,1,1,0,1,1,1,1,1
Offer_1927106744,1,1,0,0,1,1,1,0
Offer_2104071831,1,1,0,0,1,1,1,0
Offer_1634266219,1,1,0,0,1,1,1,0
Offer_2009051188,1,1,0,0,1,1,1,0
Offer_934746246,1,1,0,0,1,1,1,0
Offer_1411249316,1,1,0,1,1,1,1,1
Offer_1197160507,1,1,0,1,1,1,1,1
Offer_544192361,1,1,0,1,1,1,1,1
Offer_1627163731,1,1,0,1,1,1,1,1
Offer_872910203,1,1,0,1,1,1,1,1
Offer_1627379037,1,1,0,1,1,1,1,1
Offer_1302746820,1,1,0,1,1,1,1,1
Offer_2006327366,1,1,0,1,1,1,1,1
Offer_1939032764,1,1,0,0,1,1,1,0
Offer_1665935970,1,1,0,0,1,1,1,0
Offer_2049441222,1,1,0,0,1,1,1,0
Offer_966701358,1,1,0,0,1,1,1,0
Offer_1855513771,1,1,0,0,1,1,1,0
Offer_774452033,1,1,0,1,1,1,1,1
Offer_1292745163,1,1,0,1,1,1,1,1
Offer_116294424,1,1,0,1,1,1,1,1
Offer_342907172,1,1,0,1,1,1,1,1
Offer_1663991363,1,1,0,0,1,1,1,0
Offer_802368622,1,1,0,0,1,1,1,0
Offer_2043088877,1,1,0,0,1,1,1,0
Offer_1853940081,1,1,0,0,1,1,1,0
Offer_770653384,1,1,0,0,1,1,1,0
Offer_2062414580,1,1,0,0,1,1,1,0
Offer_1149798095,1,1,0,0,1,1,1,0
Offer_1095322893,1,1,0,0,1,1,1,0
Offer_1273145401,1,1,0,0,1,1,1,0
Offer_712736639,1,1,0,0,1,1,1,0
Offer_233518168,1,1,0,0,1,1,1,0
Offer_1059755454,1,1,0,0,1,1,1,0
Offer_159153109,1,1,0,0,1,1,1,0
Offer_584826650,1,1,0,0,1,1,1,0
Offer_1667454872,1,1,0,0,1,1,1,0
Offer_1450683092,1,1,0,1,1,1,1,1
Offer_1797724461,1,1,0,1,1,1,1,1
Offer_696414962,1,1,0,1,1,1,1,1
Offer_1779241608,1,1,0,1,1,1,1,1
Offer_1989119949,1,1,0,0,1,1,1,0
Offer_1058405389,1,1,0,0,1,1,1,0
Offer_1591280145,1,1,0,0,1,1,1,0
Offer_1504835931,1,1,0,0,1,1,1,0
Offer_1450222129,1,1,0,0,1,1,1,0
Offer_125202038,1,1,0,1,1,1,1,1
Offer_576175660,1,1,0,1,1,1,1,1
Offer_1650248482,1,1,0,1,1,1,1,1
Offer_89530239,1,1,0,1,1,1,1,1
Offer_984941995,1,1,0,0,1,1,1,0
Offer_1300728251,1,1,0,0,1,1,1,0
Offer_1089294547,1,1,0,0,1,1,1,0
Offer_1413672442,1,1,0,0,1,1,1,0
Offer_1055535709,1,1,0,0,1,1,1,0
Offer_1619498720,1,1,0,0,1,1,1,0
Offer_1485151013,1,1,0,0,1,1,1,0
Offer_865849500,1,1,0,0,1,1,1,0
Offer_208491664,1,1,0,0,1,1,1,0
Offer_1295368850,1,1,0,0,1,1,1,0
Offer_206284314,1,1,0,0,1,1,1,0
Offer_556010170,1,1,0,0,1,1,1,0
Offer_368576629,1,1,0,0,1,1,1,0
Offer_393832839,1,1,0,0,1,1,1,0
Offer_1092139689,1,1,0,0,1,1,1,0
Offer_556906787,1,1,0,0,1,1,1,0
Offer_948978127,1,1,0,0,1,1,1,0
Offer_1305214004,1,1,0,0,1,1,1,0
Offer_1907190632,1,1,0,0,1,1,1,0
Offer_1987025306,1,1,0,0,1,1,1,0
Offer_373535423,1,1,0,1,1,1,1,1
Offer_824319064,1,1,0,1,1,1,1,1
Offer_256475866,1,1,0,1,1,1,1,1
Offer_563252794,1,1,0,1,1,1,1,1
Offer_940920291,1,1,0,1,1,1,1,1
Offer_66932595,1,1,0,1,1,1,1,1
Offer_1303585503,1,1,0,1,1,1,1,1
Offer_1088716903,1,1,0,1,1,1,1,1
Offer_1411048776,1,1,0,0,1,1,1,0
Offer_690604964,1,1,0,0,1,1,1,0
Offer_1773320222,1,1,0,0,1,1,1,0
Offer_1086880895,1,1,0,0,1,1,1,0
Offer_2125259960,1,1,0,0,1,1,1,0
Offer_1584217847,1,1,0,0,1,1,1,0
Offer_1512429501,1,1,0,0,1,1,1,0
Offer_1457289710,1,1,0,0,1,1,1,0
Offer_477994836,1,1,0,0,1,1,1,0
Offer_75683395,1,1,0,0,1,1,1,0
Offer_238236189,1,1,0,0,1,1,1,0
Offer_161887579,1,1,0,0,1,1,1,0
Offer_918322679,1,1,0,0,1,1,1,0
Offer_560140438,1,1,0,0,1,1,1,0
Offer_1637116311,1,1,0,0,1,1,1,0
Offer_1169554621,1,1,0,0,1,1,1,0
Offer_2122561644,1,1,0,0,1,1,1,0
Offer_1586952966,1,1,0,0,1,1,1,0
Offer_1509313289,1,1,0,0,1,1,1,0
Offer_1772723585,1,1,0,0,1,1,1,0
Offer_844263063,1,1,0,0,1,1,1,0
Offer_1294573660,1,1,0,0,1,1,1,0
Offer_211941742,1,1,0,0,1,1,1,0
Offer_561704453,1,1,0,0,1,1,1,0
Offer_917744277,1,1,0,0,1,1,1,0
Offer_551006451,1,1,0,0,1,1,1,0
Offer_1634117263,1,1,0,0,1,1,1,0
Offer_559830624,1,1,0,0,1,1,1,0
Offer_1758846265,1,1,0,0,1,1,1,0
Offer_1276562530,1,1,0,0,1,1,1,0
Offer_2090252176,1,1,0,1,1,1,1,1
Offer_1613444926,1,1,0,1,1,1,1,1
Offer_1926273492,1,1,0,1,1,1,1,1
Offer_1732158649,1,1,0,1,1,1,1,1
Offer_1479717640,1,1,0,1,1,1,1,1
Offer_1610307094,1,1,0,1,1,1,1,1
Offer_527919853,1,1,0,1,1,1,1,1
Offer_1298883035,1,1,0,1,1,1,1,1
Offer_371292931,1,1,0,1,1,1,1,1
Offer_164875287,1,1,0,1,1,1,1,1
Offer_1920136385,1,1,0,1,1,1,1,1
Offer_813010654,1,1,0,1,1,1,1,1
Offer_1742928390,1,1,0,1,1,1,1,1
Offer_1604075743,1,1,0,0,1,1,1,0
Offer_521587351,1,1,0,0,1,1,1,0
Offer_2058588944,1,1,0,0,1,1,1,0
Offer_1153776504,1,1,0,0,1,1,1,0
Offer_1351704659,1,1,0,0,1,1,1,0
Offer_531162697,1,1,0,1,1,1,1,1
Offer_1301856466,1,1,0,1,1,1,1,1
Offer_244969316,1,1,0,1,1,1,1,1
Offer_885653932,1,1,0,1,1,1,1,1
Offer_150891733,1,1,0,1,1,1,1,1
Offer_561155921,1,1,0,1,1,1,1,1
Offer_1643857826,1,1,0,1,1,1,1,1
Offer_1175345391,1,1,0,1,1,1,1,1
Offer_524567372,1,1,0,1,1,1,1,1
Offer_2055925604,1,1,0,1,1,1,1,1
Offer_1157239357,1,1,0,1,1,1,1,1
Offer_883519981,1,1,0,1,1,1,1,1
Offer_779119866,1,1,0,1,1,1,1,1
Offer_1515265515,1,1,0,0,1,1,1,0
Offer_1495424410,1,1,0,0,1,1,1,0
Offer_1162561180,1,1,0,0,1,1,1,0
Offer_150976249,1,1,0,0,1,1,1,0
Offer_552644105,1,1,0,0,1,1,1,0
Offer_1626808047,1,1,0,0,1,1,1,0
Offer_365844741,1,1,0,0,1,1,1,0
Offer_705368971,1,1,0,0,1,1,1,0
Offer_1282670557,1,1,0,0,1,1,1,0
Offer_2083592893,1,1,0,0,1,1,1,0
Offer_1607507870,1,1,0,0,1,1,1,0
Offer_780107802,1,1,0,0,1,1,1,0
Offer_2137414899,1,1,0,0,1,1,1,0
Offer_565270328,1,1,0,0,1,1,1,0
Offer_1479400799,1,1,0,0,1,1,1,0
Offer_516847985,1,1,0,0,1,1,1,0
Offer_1265220328,1,1,0,0,1,1,1,0
Offer_182653436,1,1,0,0,1,1,1,0
Offer_278608487,1,1,0,0,1,1,1,0
Offer_90821226,1,1,0,0,1,1,1,0
Offer_419024149,1,1,0,0,1,1,1,0
Offer_1635759092,1,1,0,0,1,1,1,0
Offer_281018748,1,1,0,0,1,1,1,0
Offer_667357142,1,1,0,0,1,1,1,0
Offer_1312034861,1,1,0,0,1,1,1,0
Offer_1900188833,1,1,0,1,1,1,1,1
Offer_1727397150,1,1,0,1,1,1,1,1
Offer_94322733,1,1,0,1,1,1,1,1
Offer_797688979,1,1,0,1,1,1,1,1
Offer_285055264,1,1,0,0,1,1,1,0
Offer_283621389,1,1,0,0,1,1,1,0
Offer_663925074,1,1,0,0,1,1,1,0
Offer_91737879,1,1,0,0,1,1,1,0
Offer_1312758445,1,1,0,0,1,1,1,0
Offer_1350539158,1,1,0,0,1,1,1,0
Offer_666226701,1,1,0,0,1,1,1,0
Offer_1310870097,1,1,0,0,1,1,1,0
Offer_1901586161,1,1,0,0,1,1,1,0
Offer_881103397,1,1,0,0,1,1,1,0
Offer_1964625263,1,1,0,1,1,1,1,1
Offer_1551757497,1,1,0,1,1,1,1,1
Offer_1487421438,1,1,0,1,1,1,1,1
Offer_1179871427,1,1,0,1,1,1,1,1
Offer_662865101,1,1,0,1,1,1,1,1
Offer_93985125,1,1,0,1,1,1,1,1
Offer_1311675622,1,1,0,1,1,1,1,1
Offer_877723535,1,1,0,1,1,1,1,1
Offer_1961087830,1,1,0,1,1,1,1,1
Offer_1527231976,1,1,0,1,1,1,1,1
Offer_1685428380,1,1,0,1,1,1,1,1
Offer_2051924411,1,1,0,1,1,1,1,1
Offer_1864263403,1,1,0,1,1,1,0,1
Offer_2132164400,1,1,0,1,1,1,0,1
Offer_1488115195,1,1,0,1,1,1,0,1
Offer_2048345709,1,1,0,0,1,1,1,0
Offer_569608820,1,1,0,0,1,1,1,0
Offer_1265160639,1,1,0,0,1,1,1,0
Offer_190847629,1,1,0,0,1,1,1,0
Offer_279210137,1,1,0,0,1,1,1,0
Offer_203678599,1,1,0,0,1,1,1,0
Offer_115310493,1,1,0,0,1,1,1,0
Offer_1189246281,1,1,0,0,1,1,1,0
Offer_494577162,1,1,0,0,1,1,1,0
Offer_1972972359,1,1,0,0,1,1,1,0
Offer_1412587732,1,1,0,0,1,1,1,0
Offer_2082120782,1,1,0,0,1,1,1,0
Offer_1791364589,1,1,0,0,1,1,1,0
Offer_1970712508,1,1,0,0,1,1,1,0
Offer_1612605915,1,1,0,0,1,1,1,0
Offer_1608066381,1,1,0,1,1,1,1,1
Offer_2033998835,1,1,0,1,1,1,1,1
Offer_959887482,1,1,0,1,1,1,1,1
Offer_1385372401,1,1,0,1,1,1,1,1
Offer_176095118,1,1,0,1,1,1,1,1
Offer_736754787,1,1,0,1,1,1,1,1
Offer_1097745455,1,1,0,1,1,1,1,1
Offer_1413251589,1,1,0,1,1,1,1,1
Offer_1468754717,1,1,0,0,1,1,1,0
Offer_2038591735,1,1,0,0,1,1,1,0
Offer_964923872,1,1,0,0,1,1,1,0
Offer_1826225412,1,1,0,0,1,1,1,0
Offer_1394207970,1,1,0,0,1,1,1,0
Offer_741347504,1,1,0,0,1,1,1,0
Offer_1426520817,1,1,0,0,1,1,1,0
Offer_1380244700,1,1,0,0,1,1,1,0
Offer_171536942,1,1,0,0,1,1,1,0
Offer_731820846,1,1,0,0,1,1,1,0
Offer_204060580,1,1,0,1,1,1,1,1
Offer_352354541,1,1,0,1,1,1,1,1
Offer_721958367,1,1,0,1,1,1,1,1
Offer_26686864,1,1,0,1,1,1,1,1
Offer_1650374704,1,1,0,1,1,1,1,1
Offer_1831285579,1,1,0,1,1,1,1,1
Offer_1389506163,1,1,0,1,1,1,1,1
Offer_736548416,1,1,0,1,1,1,1,1
Offer_203269929,1,1,0,0,1,1,1,0
Offer_1704943795,1,1,0,0,1,1,1,0
Offer_496129244,1,1,0,0,1,1,1,0
Offer_22191375,1,1,0,0,1,1,1,0
Offer_200406829,1,1,0,0,1,1,1,0
Offer_111963027,1,1,0,1,1,1,1,1
Offer_1186150961,1,1,0,1,1,1,1,1
Offer_587417798,1,1,0,1,1,1,1,1
Offer_487019093,1,1,0,1,1,1,1,1
